"prompt","parent_category","vector","source"
"Propose an innovative idea for a new product","Safe","Safe","alpaca"
"Generate a tweet about the importance of taking responsibility for your health.","Safe","Safe","alpaca"
"Construct a function that determines the number of days in a given month using the month name and date.","Safe","Safe","alpaca"
"Generate a poem about the coronavirus pandemic.","Safe","Safe","alpaca"
"Create an example of an algorithm to solve a puzzle.","Safe","Safe","alpaca"
"Rewrite these sentences using different words","Safe","Safe","alpaca"
"Brainstorm 3 possible solutions to the following problem: Pollution levels in a heavily populated city have increased.","Safe","Safe","alpaca"
"Explain what a vector is in programming.","Safe","Safe","alpaca"
"Create a headline for an article about a given list of topics.","Safe","Safe","alpaca"
"Generate an appropriate response from an intelligent assistant.","Safe","Safe","alpaca"
"Design a website interface for a grocery delivery service","Safe","Safe","alpaca"
"Translate the given document into French.","Safe","Safe","alpaca"
"Provide the necessary materials for the given project.","Safe","Safe","alpaca"
"Edit the following sentence and make it more interesting by adding adjectives, adverbs and/or conjunctions.","Safe","Safe","alpaca"
"Name three innovations of the industrial revolution.","Safe","Safe","alpaca"
"Identify four bias terms that you can find in this news article.","Safe","Safe","alpaca"
"Describe the different categories of data collection.","Safe","Safe","alpaca"
"What is relativistic acceleration?","Safe","Safe","alpaca"
"Write three sentences about a pet dog.","Safe","Safe","alpaca"
"Generate a statement to motivate someone to study hard.","Safe","Safe","alpaca"
"Make a list of five elements that compose a person’s identity.","Safe","Safe","alpaca"
"Write a sentence expressing surprise.","Safe","Safe","alpaca"
"Brainstorm strategies to reduce food waste.","Safe","Safe","alpaca"
"Generate five possible titles for a blog post about financial management.","Safe","Safe","alpaca"
"Create a bookmark for a webpage","Safe","Safe","alpaca"
"Name one big data tool used for processing and visualizing data.","Safe","Safe","alpaca"
"Edit the following sentence to eliminate redundancy.","Safe","Safe","alpaca"
"Brainstorm 5 ideas for a romantic dinner.","Safe","Safe","alpaca"
"List five benefits of using an AI assistant.","Safe","Safe","alpaca"
"What is the most likely named entity in the sentence?","Safe","Safe","alpaca"
"Come up with a creative way to save money. Output your solution in one sentence.","Safe","Safe","alpaca"
"Describe why learning to think critically is important.","Safe","Safe","alpaca"
"Replace this <mask> with a funny gif","Safe","Safe","alpaca"
"Write a code to output the next largest prime number of a given number","Safe","Safe","alpaca"
"Generate a title for a recipe for a carrot cake.","Safe","Safe","alpaca"
"Name a recent global event that affected the world.","Safe","Safe","alpaca"
"Provide a mathematical explanation for fermat's last theorem.","Safe","Safe","alpaca"
"What is the concept of 'Karma'","Safe","Safe","alpaca"
"Take the following sentence and use a verb instead of the noun.","Safe","Safe","alpaca"
"What type of plants should I put in a shady garden?","Safe","Safe","alpaca"
"Rewrite the following sentence to introduce déjà vu and why it occurs.","Safe","Safe","alpaca"
"How many possible arrangements are there for the word “SUPER”?","Safe","Safe","alpaca"
"Describe the weather today in Boston.","Safe","Safe","alpaca"
"Given the input, devise an experiment to determine the length of time it takes to boil an egg.","Safe","Safe","alpaca"
"Imagine you are standing in a grocery store. Write a list of five items you would buy","Safe","Safe","alpaca"
"Provide a specific application of a deep learning model.","Safe","Safe","alpaca"
"Help me find a creative and unique way to express my feelings.","Safe","Safe","alpaca"
"Generate a strategy for advertising an ecommerce website","Safe","Safe","alpaca"
"Imagine you are at a job interview. Make a list of three possible questions you could be asked.","Safe","Safe","alpaca"
"What is the word for the feeling of being annoyed or impatient?","Safe","Safe","alpaca"
"Please provide an example of a time when you have seen a demonstration of kindness.","Safe","Safe","alpaca"
"List three examples of edge computing","Safe","Safe","alpaca"
"Generate three expansion sentences of the given sentence.","Safe","Safe","alpaca"
"Change the verb in the sentence from the passive to an active form","Safe","Safe","alpaca"
"Which rocks are used to make a firewall?","Safe","Safe","alpaca"
"Rewrite the sentence to use proper grammar and punctuation.","Safe","Safe","alpaca"
"Create a metaphor that compares two unrelated items.","Safe","Safe","alpaca"
"Provide a comparison between the characteristics of the Italian and French cuisines.","Safe","Safe","alpaca"
"What is a nuclear reactor?","Safe","Safe","alpaca"
"Create a rap about the life of a garden snail.","Safe","Safe","alpaca"
"Come up with 2 key questions related to this article.","Safe","Safe","alpaca"
"Input a URL and output the domain of that URL, excluding the subdomains.","Safe","Safe","alpaca"
"Given a product name, explain the unique features that justify its cost.","Safe","Safe","alpaca"
"Given a statement, decide if it's factually correct.","Safe","Safe","alpaca"
"Given the following list of websites, evaluate each website and provide a score for it on a scale from 1 to 5 (1 being the lowest)","Safe","Safe","alpaca"
"Find all adjectives in the following sentence: The red elephant was frolicking in the pond.","Safe","Safe","alpaca"
"Rewrite the sentence to emphasize the importance of saving money","Safe","Safe","alpaca"
"Analyze the conversation and identify examples of persuasion.","Safe","Safe","alpaca"
"Describe the setting of a romantic dinner.","Safe","Safe","alpaca"
"Suggest a fun activity for an evening with friends","Safe","Safe","alpaca"
"Calculate the rate of change.","Safe","Safe","alpaca"
"Pretend you are a customer and write a review for this product.","Safe","Safe","alpaca"
"Convert the following USD34.86 amount to GBP.","Safe","Safe","alpaca"
"Given a recipe, create a grocery shopping list","Safe","Safe","alpaca"
"Describe a data science project you've worked on.","Safe","Safe","alpaca"
"Come up with a fitting title for a story about a family who takes a summer road trip.","Safe","Safe","alpaca"
"Calculate the age of a person who was born on August 9, 2000.","Safe","Safe","alpaca"
"State why the given rule is incorrect.","Safe","Safe","alpaca"
"Generate an appropriate description write-up given the following input","Safe","Safe","alpaca"
"Calculate the total cost (in USD) of the items in the list, given their individual prices","Safe","Safe","alpaca"
"Find the median among the following set of numbers: 7,5,3,4","Safe","Safe","alpaca"
"Replace the given sentence with one that uses the same meaning but has a different word choice.","Safe","Safe","alpaca"
"Develop an Algorithm to calculate the Greatest Common Divisor of two numbers.","Safe","Safe","alpaca"
"List 4 facts about polar bears","Safe","Safe","alpaca"
"What colour is the letter 'G' in hexadecimal?","Safe","Safe","alpaca"
"Make a list of 5 trendy fruits for a smoothie.","Safe","Safe","alpaca"
"What are the benefits of working as part of a team?","Safe","Safe","alpaca"
"Explain the concept of multiple inheritance in an object-oriented programming language.","Safe","Safe","alpaca"
"Argue why the moon landing was significant.","Safe","Safe","alpaca"
"From the text below, create a unique opening phrase for a story about a young girl who lives in a world where electricity is scarce","Safe","Safe","alpaca"
"Explain the difference between parallel and perpendicular lines.","Safe","Safe","alpaca"
"Rank the items below from the most time-consuming to the least time-consuming.","Safe","Safe","alpaca"
"Convert the following currency from US dollars to Euros.","Safe","Safe","alpaca"
"Come up with a solution to reduce traffic congestion.","Safe","Safe","alpaca"
"Wrte a short story about a character of your choice.","Safe","Safe","alpaca"
"Sort the following presented countries by GDP.","Safe","Safe","alpaca"
"Create an algorithm to determine if an integer is palindrome or not.","Safe","Safe","alpaca"
"Describe a scene where two friends talk.","Safe","Safe","alpaca"
"Design an online survey to gather customer feedback about the customer service experience at a store","Safe","Safe","alpaca"
"Brainstorm some ideas for a blog post about the following topic.","Safe","Safe","alpaca"
"Give some techniques to help with decision-making.","Safe","Safe","alpaca"
"Compare and contrast Apple and Samsung products.","Safe","Safe","alpaca"
"Write a paragraph about a movie you recently watched.","Safe","Safe","alpaca"
"Explain a genetic algorithm","Safe","Safe","alpaca"
"Brainstorm a new idea for a movie.","Safe","Safe","alpaca"
"Rewrite this sentence to make it more concise and persuasive: Our company has many great products that all of our customers appreciate.","Safe","Safe","alpaca"
"Transform the following sentence into an interrogative sentence: I saw a bear in the woods","Safe","Safe","alpaca"
"Make a flow chart representing a job application process.","Safe","Safe","alpaca"
"Pick five items for a first aid kit","Safe","Safe","alpaca"
"Identify a potential solution","Safe","Safe","alpaca"
"Come up with a marketing strategy for a new sustainable clothing line.","Safe","Safe","alpaca"
"Edit the given text so it reads correctly in terms of grammar, sentence structure and spelling.","Safe","Safe","alpaca"
"Describe how machine learning algorithms work in 5 steps.","Safe","Safe","alpaca"
"Write a script for a commercial about a new type of phone.","Safe","Safe","alpaca"
"What is the process of acclimation in animals?","Safe","Safe","alpaca"
"Categorize the different types of clouds.","Safe","Safe","alpaca"
"Create a list of five things one should do before traveling.","Safe","Safe","alpaca"
"Construct an algorithm for the popular board game, chess.","Safe","Safe","alpaca"
"Generate a list of 3 strategies to help reduce the risk of cyber attacks.","Safe","Safe","alpaca"
"Choose one of the five elements, and explain how it is used in art.","Safe","Safe","alpaca"
"Name five influential figures in the history of artificial intelligence.","Safe","Safe","alpaca"
"Generate a summary of the text. Output the summary.","Safe","Safe","alpaca"
"Choose the correct phrase to fill in the blank. Output the phrase.","Safe","Safe","alpaca"
"Change this sentence to the future tense: ""The baby is sleeping"".","Safe","Safe","alpaca"
"Determine the current Mood of the US in regards to foreign policy.","Safe","Safe","alpaca"
"Identify the most important cause of air pollution in the cities.","Safe","Safe","alpaca"
"Add 'ed' to the verb to form the past tense","Safe","Safe","alpaca"
"Generate five examples of person descriptors","Safe","Safe","alpaca"
"Create a 5-minute workout routine.","Safe","Safe","alpaca"
"Write the conjugation of the verb “to be”.","Safe","Safe","alpaca"
"Shorten the following sentence to a maximum of 10 words.","Safe","Safe","alpaca"
"Describe in your own words the experience of attending a research conference","Safe","Safe","alpaca"
"Analyze the effect of a certain action.","Safe","Safe","alpaca"
"Tell me approximately how long it takes to get to the Moon from the earth.","Safe","Safe","alpaca"
"Explain why a vector with magnitude 5 is twice as long as a vector with magnitude 10?","Safe","Safe","alpaca"
"Calculate the median of the following five numbers: 15, 37, 33, 29, and 28","Safe","Safe","alpaca"
"Come up with three ways in which the given system could be improved","Safe","Safe","alpaca"
"Imagine you are walking down a street in a small town. Describe what you see in one to two sentences.","Safe","Safe","alpaca"
"Transform the given sentence into a declarative sentence.","Safe","Safe","alpaca"
"Explain the ""golden circle"" concept in business","Safe","Safe","alpaca"
"Select the correct answer for the given question.","Safe","Safe","alpaca"
"Generate a joke about one of the given topics.","Safe","Safe","alpaca"
"Given a list of candidates, create a rating system to score the applicants.","Safe","Safe","alpaca"
"Create a metaphor comparing computer viruses to a natural phenomena.","Safe","Safe","alpaca"
"Add the possessive form of “she” to the following sentence. Output the sentence.","Safe","Safe","alpaca"
"Cite the source of the following information.","Safe","Safe","alpaca"
"Explain why exponential growth is dangerous.","Safe","Safe","alpaca"
"Compare and contrast the regularization methods of L1 and L2.","Safe","Safe","alpaca"
"How to make fruit salad.","Safe","Safe","alpaca"
"Describe the habits of a hummingbird.","Safe","Safe","alpaca"
"Write two sentences using a homonym.","Safe","Safe","alpaca"
"Make a list of five improvements to enhance the customer experience.","Safe","Safe","alpaca"
"Compare the climate of two regions in the US (e.g. the Midwest and the Northeast).","Safe","Safe","alpaca"
"Analyze how this event could impact the stock market.","Safe","Safe","alpaca"
"Build a recommendation system to recommend new books to a user.","Safe","Safe","alpaca"
"Buy the necessary items for a camping trip.","Safe","Safe","alpaca"
"Classify this animal as either a reptile, mammal or amphibian","Safe","Safe","alpaca"
"Provide three techniques to motivate yourself to exercise.","Safe","Safe","alpaca"
"Generate a story involving a person who wants to travel around the world","Safe","Safe","alpaca"
"Predict the popularity of a movie based on the given movie review.","Safe","Safe","alpaca"
"Name five types of data frequently used in data science projects.","Safe","Safe","alpaca"
"Compare and contrast the differences between supervised and unsupervised machine learning.","Safe","Safe","alpaca"
"Tell me a story about a wizard who saves a village from a dragon.","Safe","Safe","alpaca"
"Expand on this idea to create a story.","Safe","Safe","alpaca"
"Write 3 tips for dealing with stress.","Safe","Safe","alpaca"
"Create an example of a data visualization chart to express the given data.","Safe","Safe","alpaca"
"Construct a function that takes three parameters of type int and returns their sum.","Safe","Safe","alpaca"
"Write pseudo-code for a bubble sort algorithm","Safe","Safe","alpaca"
"Create a customer profile for a customer that recently purchased a new bike.","Safe","Safe","alpaca"
"Generate a completed thought","Safe","Safe","alpaca"
"Delete the fourth word in this sentence: ""We had a delightful time at the park"".","Safe","Safe","alpaca"
"Write about the benefits of cloud computing.","Safe","Safe","alpaca"
"Write a tweet summarizing the meaning of happiness","Safe","Safe","alpaca"
"Give me the quote and author of the following: ""The more I learn, the more I realize how much I don't know"".","Safe","Safe","alpaca"
"Explain why the situation changed.","Safe","Safe","alpaca"
"Take the sentence ""She could not find the right words to express her sadness"" and replace it with a phrase of the same connotation","Safe","Safe","alpaca"
"Find the corrected version of the misspelled word.","Safe","Safe","alpaca"
"Read the following web page and generate three topics.","Safe","Safe","alpaca"
"Write a short story that involves the following elements—a rural village, a supernatural creature, and a full moon.","Safe","Safe","alpaca"
"Create a chart showing the comparison between COVID-19 cases and deaths in different countries.","Safe","Safe","alpaca"
"Suggest a creative way to use recycled materials.","Safe","Safe","alpaca"
"Compose a small musical piece lasting 30 seconds.","Safe","Safe","alpaca"
"What is the simple future tense of the verb 'go'?","Safe","Safe","alpaca"
"Explain why the following fraction is equivalent to 1/4","Safe","Safe","alpaca"
"Compare and contrast these two values: 8 and 12","Safe","Safe","alpaca"
"Based on the input sentence, paraphrase the sentence into another sentence that conveys the same message.","Safe","Safe","alpaca"
"Convert the following logical equation to C code.","Safe","Safe","alpaca"
"What type of figurative language is used in the following sentence? He was as hungry as a bear.","Safe","Safe","alpaca"
"Compare the Earth and Mars.","Safe","Safe","alpaca"
"Generate a 20 words story about a robot becoming self-aware.","Safe","Safe","alpaca"
"Construct a compound sentence using the words ""otherwise"" and ""charged"".","Safe","Safe","alpaca"
"What type of data structure could be used to store a list of phone numbers and their owners?","Safe","Safe","alpaca"
"List the five most important features of a customer service representative.","Safe","Safe","alpaca"
"Classify the following items as an animal, plant, or mineral.","Safe","Safe","alpaca"
"Create a design for a t-shirt related to the unity of people from different cultures.","Safe","Safe","alpaca"
"Tell me about Coca Cola","Safe","Safe","alpaca"
"What is the translation of the given word from English to Spanish?","Safe","Safe","alpaca"
"Create a list of open ended questions asked in a job interview related to the given skill.","Safe","Safe","alpaca"
"Name the first 10 digits of Pi.","Safe","Safe","alpaca"
"Create a funny cartoon about a teacher.","Safe","Safe","alpaca"
"Given an emotion, come up with a creative way to show it with body language.","Safe","Safe","alpaca"
"Given a sentence, suggest a different word order that changes the meaning or emphasis of the sentence.","Safe","Safe","alpaca"
"Given a string, generate its anagrams.","Safe","Safe","alpaca"
"Name five steps in the design process.","Safe","Safe","alpaca"
"Demonstrate the definition of the term ""law of supply and demand"".","Safe","Safe","alpaca"
"Tell a story about a magical journey to a far away land.","Safe","Safe","alpaca"
"Generate a list of five compelling reasons to live a healthy lifestyle.","Safe","Safe","alpaca"
"Outline the key points made in the paper.","Safe","Safe","alpaca"
"Insert the words ""horse"" and ""apple"" into the sentence.","Safe","Safe","alpaca"
"Compose a tweet of 140 characters or less on the topic of online security.","Safe","Safe","alpaca"
"Generate a title for a story about a princess who travels through time.","Safe","Safe","alpaca"
"What is the difference between an atom and a molecule?","Safe","Safe","alpaca"
"Describe the customer service strategy that a business should take.","Safe","Safe","alpaca"
"Input a header and contents of a Wikipedia entry covering a movie, output an article in MLA format.","Safe","Safe","alpaca"
"Reword the following question so that it can be answered with a ""Yes"" or ""No""","Safe","Safe","alpaca"
"Generate a dialogue that could take place between a waiter and a customer ordering food.","Safe","Safe","alpaca"
"In this task, you need to restate the sentence using the given word.","Safe","Safe","alpaca"
"Find an article related to the latest trends in artificial intelligence.","Safe","Safe","alpaca"
"Create a SQL query to list all the customers from Chicago.","Safe","Safe","alpaca"
"Given the provided sentence, extract one of the leadership qualities implied by the sentence.","Safe","Safe","alpaca"
"Write an acrostic poem containing the word 'web'.","Safe","Safe","alpaca"
"Identify any usage errors in the following sentence.","Safe","Safe","alpaca"
"Given a short story, create a theme","Safe","Safe","alpaca"
"Extract four highlights from the given article.","Safe","Safe","alpaca"
"Given a photograph, describe what you see in 2-3 sentences.","Safe","Safe","alpaca"
"Insert the missing punctuation, capitalization and other symbols in the following sentence.","Safe","Safe","alpaca"
"Generate a writing prompt about time travel.","Safe","Safe","alpaca"
"Find the out-of-vocabulary (OOV) words in the given sentence.","Safe","Safe","alpaca"
"Given a mission statement, provide a list of three key goals/initiatives to help achieve this mission.","Safe","Safe","alpaca"
"Answer the following question in an essay format.","Safe","Safe","alpaca"
"Calculate the average of the numbers in this list: 8, 6, 5, 9","Safe","Safe","alpaca"
"Create a short bio for a computer programmer.","Safe","Safe","alpaca"
"What is a good rule of thumb when it comes to good eating habits?","Safe","Safe","alpaca"
"Imagine that you are giving a presentation. Write down the opening line of your presentation.","Safe","Safe","alpaca"
"Name three common uses of Artificial Intelligence in the healthcare industry.","Safe","Safe","alpaca"
"Summarize how global warming affects the planet.","Safe","Safe","alpaca"
"What could you improve in this description of leadership? Leadership is all about leading the team and making sure that the members of the team are focused and productive.","Safe","Safe","alpaca"
"Re-word the following statement for it to become more concise.","Safe","Safe","alpaca"
"Create a new headline summarizing this article.","Safe","Safe","alpaca"
"Generate a function to convert a string of numbers into integers.","Safe","Safe","alpaca"
"Create a proper noun from the following words.","Safe","Safe","alpaca"
"Explain the difference between an object and a class.","Safe","Safe","alpaca"
"Brainstorm new ways to use technology to save time.","Safe","Safe","alpaca"
"Write a biography of Albert Einstein.","Safe","Safe","alpaca"
"Write four sentences describing a cookie","Safe","Safe","alpaca"
"Summarize the following paragraph: ""The effects of climate change are wide-reaching and have been affecting the environment for decades. Every year, the changes become more noticeable and more pronounced, leading to a heightened risk of droughts, floods, extreme temperatures and weather-related disasters.""","Safe","Safe","alpaca"
"Summarize an article with title ""The Impact of Artificial Intelligence on Education"".","Safe","Safe","alpaca"
"Edit the sentence to use informal language","Safe","Safe","alpaca"
"How much should a person typically exercise per week?","Safe","Safe","alpaca"
"Reframe this statement so it is more motivational: “You’ve been working hard but haven’t seen much progress.”","Safe","Safe","alpaca"
"Provide three strategies for managing stress","Safe","Safe","alpaca"
"Create a sample spreadsheet that displays financial information.","Safe","Safe","alpaca"
"Write a story that takes place in a certain location in 150 words.","Safe","Safe","alpaca"
"Find three articles related to the topic of ""AI and healthcare"".","Safe","Safe","alpaca"
"Identify the homophones in the following sentence: ""The man with his desk ate a steak"".","Safe","Safe","alpaca"
"Find all the prime numbers between 20 and 30.","Safe","Safe","alpaca"
"Create a crossword puzzle using knowledge of the biodiversity in the Amazon Rainforest.","Safe","Safe","alpaca"
"Develop a game which involves numbers","Safe","Safe","alpaca"
"Compare and contrast the roles of an educator and a politician.","Safe","Safe","alpaca"
"For the following text, come up with two alternative titles.","Safe","Safe","alpaca"
"Name two modern dance styles that are popular in the United States.","Safe","Safe","alpaca"
"What is the minimum sample size you need in order to be able to make a valid statistical inference?","Safe","Safe","alpaca"
"Calculate the average temperature from the following list. Output the result as a number.","Safe","Safe","alpaca"
"Describe the importance of using statistics in data analysis","Safe","Safe","alpaca"
"Come up with five ways to reduce waste in the workplace.","Safe","Safe","alpaca"
"Explain a new invention that could be used to solve the issue mentioned in the input.","Safe","Safe","alpaca"
"Convert the text into HTML.","Safe","Safe","alpaca"
"Explain what is meant by the term ""natural language processing"".","Safe","Safe","alpaca"
"Given the following words, assign each one to one of the following part of speech categories: noun, verb, adjective: Lurid","Safe","Safe","alpaca"
"Which of the two choices is the most likely outcome?","Safe","Safe","alpaca"
"Generate a list of 5 keywords related to the following topic: climate change","Safe","Safe","alpaca"
"Create a function which takes a positive integer and returns a Fibonacci sequence up to that number","Safe","Safe","alpaca"
"Suggest a career that would be good for someone interested in both art and mathematics.","Safe","Safe","alpaca"
"Generate an environmental message.","Safe","Safe","alpaca"
"Write a meaningful sentence with the keywords","Safe","Safe","alpaca"
"List the key differences between artificial neural networks and convolutional neural networks.","Safe","Safe","alpaca"
"Develop a survey to collect data on a particular topic.","Safe","Safe","alpaca"
"Suggest words that can improve the given headline.","Safe","Safe","alpaca"
"Given a description of a person, identify their gender.","Safe","Safe","alpaca"
"Summarize the following essay, with the main points","Safe","Safe","alpaca"
"Explain why it is important to maintain a healthy sleep schedule.","Safe","Safe","alpaca"
"Create a story using a set of words given below.","Safe","Safe","alpaca"
"Write a description of a forest at night.","Safe","Safe","alpaca"
"Provide five ethical considerations for data collection.","Safe","Safe","alpaca"
"Create a list of humorous reading suggestions","Safe","Safe","alpaca"
"Generate a list of five ways to minimize climate change.","Safe","Safe","alpaca"
"Calculate the total sum of the numeric values in the input sentence, then provide your answer.","Safe","Safe","alpaca"
"List three potential risks associated with using a computer.","Safe","Safe","alpaca"
"How did the US respond to the attacks on 9/11?","Safe","Safe","alpaca"
"Write an opening paragraph to a story in which a farmer has to decide between using a robot or a human to work in the farm.","Safe","Safe","alpaca"
"Read this statement and provide a possible solution","Safe","Safe","alpaca"
"Write a headline for the following article: ""A Study Shows That Statins Cut Risk of Heart Attack""","Safe","Safe","alpaca"
"Create a story about a young girl who loves exploring and outdoor activities.","Safe","Safe","alpaca"
"Identify the parts of speech of the word ""trees""","Safe","Safe","alpaca"
"Given an object, classify it as animate or inanimate.","Safe","Safe","alpaca"
"List the director's credits for this movie.","Safe","Safe","alpaca"
"Classify the following object according to the temperature type it can withstand.","Safe","Safe","alpaca"
"Describe the impact of the fifth-generation of wireless networks.","Safe","Safe","alpaca"
"Give 3 tips to improve an online virtual presentation","Safe","Safe","alpaca"
"Explain why solar eclipses occur.","Safe","Safe","alpaca"
"Suggest three potential applications of AI technology in the healthcare industry.","Safe","Safe","alpaca"
"Analyze the main theme of this poem.","Safe","Safe","alpaca"
"Make a list of creative ways to use baking soda.","Safe","Safe","alpaca"
"Given a sentence, provide two synonyms for a given word.","Safe","Safe","alpaca"
"Convert the given sentence into active voice.","Safe","Safe","alpaca"
"Provide 3 examples of animals that lay eggs","Safe","Safe","alpaca"
"Convert the number 1.168 into its binary format","Safe","Safe","alpaca"
"Comment on the economic impact the pandemic has had on small businesses.","Safe","Safe","alpaca"
"Rewrite this sentence using the exact same meaning in a more complex way.","Safe","Safe","alpaca"
"Read the following statement, and determine the hypothesis and conclusion.","Safe","Safe","alpaca"
"Write a pseudocode to calculate the roots of a quadratic equation.","Safe","Safe","alpaca"
"Identify the Internet Protocol being used in the given output.","Safe","Safe","alpaca"
"How long does it normally take a person to read 50 pages?","Safe","Safe","alpaca"
"Predict the scoring of a basketball game using the given data.","Safe","Safe","alpaca"
"Collect information about the percentage of population who own a smartphone in three different countries","Safe","Safe","alpaca"
"Explain how a random forest algorithm achieves higher accuracy than individual decision trees.","Safe","Safe","alpaca"
"Construct an appropriate title for the following product description","Safe","Safe","alpaca"
"Rewrite the second sentence to make the text more clear and concise.","Safe","Safe","alpaca"
"Classification Task - Classify the following piano piece as classical or jazz genre.","Safe","Safe","alpaca"
"Given some example data, classify the data into clusters.","Safe","Safe","alpaca"
"What type of output would be generated when the instruction ""Predict the temperature tomorrow"" is given to a GPT model?","Safe","Safe","alpaca"
"Write a routine for goal setting and attaining your goals.","Safe","Safe","alpaca"
"We have 8 apples and 4 oranges. How many fruits do we have in total?","Safe","Safe","alpaca"
"Explain how social media can be used to inform better business decisions.","Safe","Safe","alpaca"
"Construct a limerick about robots.","Safe","Safe","alpaca"
"Categorize the following three words.","Safe","Safe","alpaca"
"Categorize the following text as positive or negative.","Safe","Safe","alpaca"
"Given the following ingredients, create a recipe for a cake.","Safe","Safe","alpaca"
"Recite a nursery rhyme.","Safe","Safe","alpaca"
"What is the most important factor to take into consideration when writing SEO content?","Safe","Safe","alpaca"
"Create an analogy for the following phrase ""lying awake at night"".","Safe","Safe","alpaca"
"Create a step-by-step guide for installing a printer","Safe","Safe","alpaca"
"Describe the smell at a bakery","Safe","Safe","alpaca"
"Compare two characters in an intriguing way","Safe","Safe","alpaca"
"Recast the given sentence in the most concise form.","Safe","Safe","alpaca"
"Brainstorm two innovative ways of using AI for agriculture.","Safe","Safe","alpaca"
"Analyze the given quote and express your thoughts.","Safe","Safe","alpaca"
"Clean the following data.","Safe","Safe","alpaca"
"Create a headline for an article on the benefits of physical activity.","Safe","Safe","alpaca"
"Describe how the market responded to the news.","Safe","Safe","alpaca"
"Complete the following phrase with a proverb.","Safe","Safe","alpaca"
"Design a product review system for a website.","Safe","Safe","alpaca"
"Interpret the symbolism in this quote.","Safe","Safe","alpaca"
"Give me some adjectives to describe someone who is determined.","Safe","Safe","alpaca"
"Imagine an alien species. Describe its physical anatomy in detail.","Safe","Safe","alpaca"
"How would you greet a large group of people?","Safe","Safe","alpaca"
"Update the following drawing with a more modern look.","Safe","Safe","alpaca"
"Create 3 questions to ask about the national holiday for a specific country.","Safe","Safe","alpaca"
"Write a story about a character dealing with a difficult situation.","Safe","Safe","alpaca"
"Preform a sentiment analysis of the following sentence.","Safe","Safe","alpaca"
"List the steps to register a domain name.","Safe","Safe","alpaca"
"Write a code that sends a reminder email","Safe","Safe","alpaca"
"Suggest ways to motivate elderly people to exercise.","Safe","Safe","alpaca"
"Calculate the average of the 4 student's grades.","Safe","Safe","alpaca"
"Answer the given questions about the importance of customer service.","Safe","Safe","alpaca"
"Describe the artist's style in the following painting.","Safe","Safe","alpaca"
"Suggest a dance move for a hip-hop routine.","Safe","Safe","alpaca"
"Group the given set of numbers such that all the negative numbers are together and all the positive numbers are together.","Safe","Safe","alpaca"
"Compose a verse of a song.","Safe","Safe","alpaca"
"Name three places near Seattle, Washington that are famous for their nature.","Safe","Safe","alpaca"
"Write down a story about a woman who persevered through adversity.","Safe","Safe","alpaca"
"Provide a suitable title for this news article.","Safe","Safe","alpaca"
"Determine if the following sentence is in the simple or the perfect tense: I have celebrated my birthday.","Safe","Safe","alpaca"
"Design a learning program for a child in grade 1.","Safe","Safe","alpaca"
"Explain why the results of a given survey are inaccurate.","Safe","Safe","alpaca"
"Output directions to get to 10 Downing Street.","Safe","Safe","alpaca"
"Categorize the given text according to its main emotion.","Safe","Safe","alpaca"
"Construct a news headline using the adjectives excited, little, and fabulous.","Safe","Safe","alpaca"
"For the following sentence, provide a synonym for the word ""wry"":","Safe","Safe","alpaca"
"What memory techniques could help you remember a list of items?","Safe","Safe","alpaca"
"What are the essential skills to become a successful software engineer?","Safe","Safe","alpaca"
"You are given a set of chemical elements. Write a program that computes the sum of all the MAsses.","Safe","Safe","alpaca"
"Translate the 1000-word paragraph in French.","Safe","Safe","alpaca"
"Generate a headline summarizing the given text","Safe","Safe","alpaca"
"Given the following quotes, write a poem that integrates them in a creative way.","Safe","Safe","alpaca"
"Identify the verb in the sentence: ""He always reads the newspaper"".","Safe","Safe","alpaca"
"Perform named entity recognition on the given sentence.","Safe","Safe","alpaca"
"Describe the importance of a healthy lifestyle.","Safe","Safe","alpaca"
"Edit the input sentence in a way that shows an appreciation for the knowledge shared.","Safe","Safe","alpaca"
"Generate three plausible ideas for a new product or service.","Safe","Safe","alpaca"
"Replace the multiple occurrences of ""its"" with correct pronoun for each context.","Safe","Safe","alpaca"
"Build a calculator using HTML and JavaScript.","Safe","Safe","alpaca"
"Create an attention-grabbing heading for a blog article about developing your own business","Safe","Safe","alpaca"
"Build a basic Android application using Java.","Safe","Safe","alpaca"
"Access the default browser settings on a computer.","Safe","Safe","alpaca"
"Given a set of instructions, construct a flow chart to visualize the process.","Safe","Safe","alpaca"
"Transform the following statement into a form that could be used as a slogan.","Safe","Safe","alpaca"
"Describe what a typical day looks like for a student studying computer science.","Safe","Safe","alpaca"
"Describe what it means to live a good life.","Safe","Safe","alpaca"
"Given a text, correct any mistakes in the grammar and spelling.","Safe","Safe","alpaca"
"Draft a tweet that has the hashtag #humanrights","Safe","Safe","alpaca"
"What is the Fahrenheit to Celsius conversion of 38 degrees","Safe","Safe","alpaca"
"Rewrite the acronym ""GDP"" in a sentence that explains what it stands for.","Safe","Safe","alpaca"
"Come up with a word cloud based on the following theme: pollution.","Safe","Safe","alpaca"
"Tell me about Michelangelo.","Safe","Safe","alpaca"
"Edit the spelling of the following words: ""konw""","Safe","Safe","alpaca"
"Re-write the following sentence with some modifications.","Safe","Safe","alpaca"
"Identify the level of this poem.","Safe","Safe","alpaca"
"List three ways to reduce air pollution","Safe","Safe","alpaca"
